id	Arabic_txt	Ar:man_sentiment	Ar:man_confidence
451	RT USERNAME: يعتصرنا الألم كلما نشاهد مايجري في سورية والمؤامرة التي حيكت على أحد أقوى الجيوش العربية بأسم الديموقراطية.كل من يتأمر ع… 	Negative	1
452	USERNAME كلام رااااائع وليست سوريا فقط بل كامل الدول العربيه 	Positive	0.7971
453	USERNAME سورية حته وحدده قويية كددا 	Positive	0.8129
454	: #عاجل  #حلب: مقتل العميد حسن عثمان رئيس فرع التحقيق في المخابرات الجوية بحلب بـاشتباكات مع الثوار..  #سوريا 	Negative	0.7015
455	RT USERNAME: URL أهل الشام|| شيخ في جبهة جمعية الزهراء همة قوية وعزيمة لاتنثني بالرغم من كبر سنه في ساحات الجهاد #حلب  #سوريا 	Positive	0.6334
456	RT USERNAME: أموي #سوريا •  الشيخ محمد بن صالح العثيمين - رحمه الله -   الإسلام ليس تقييداً للحريات ، ولكنه تنظيم لها وتوجيه... URL 	Positive	0.5391
457	RT USERNAME: أموي #سوريا •  حلب : كتائب الثوار تسيطر على حـْـْاجزي الدشم والحمام في قرية عزيزة 	Negative	0.5117
458	أموي #سوريا •  # :آ خر المستجدات :     #حمص : حي #الوعر , استشهاد الطفل عمر اللاظ استشهد جراء الصاروخ الفراغي على... URL 	Negative	1
459	أموي #سوريا •    مليشيات حالش لماذا أزعجت الشبيحة المحليين ؟   الرابـْـْط :: URL 	Negative	0.7093
460	أنباء نت | أخبار سوريا | بالصور حلب تشيع شهداء منطقة الموكامبو.... URL 	Negative	0.8092
461	RT USERNAME: لونجحت ثوره سوريا في تحقيق هدفهاسيتبع ذلك نقله نوعيه في مشهدالشرق الأوسط أبرز مافيه انحسار دورإيران وإنكفائهاداخل حدودهاالطب… 	Neutral	0.5107
462	USERNAME اقوله لك وبيني وبينك الله سبحانه وتعالى هذا صالح وفؤاد اذا هم من الرجال ينزلو الى سوريا 	Positive	0.6883
463	#سوريا #Syria #شهيد_يحفر_قبره وبعدها بيومين يستشهد 15 4 2014  فيديو بحياته ومماته .. URL 	Negative	1
464	RT USERNAME: يمنع ابنته من الزواج برجل اجتمعت فيه كل المزايا لمجرّد أنه غير قبيلي، ويتزوّج على والدتها امرأة سورية لا يعرف اسم جدها الثاني! 	Negative	0.9146
465	USERNAME تونسي من داعش قتل شابان سوريا وهما يجلسان أمام منزلهم بتهمة التدخيييييييين!!! 	Negative	1
466	#سوريا- إصابة بالغازات السامة من التمانعة تم اسعافها خان شيخون ج2 18-4-2014 - URL 	Negative	0.8974
467	USERNAME الله يحمي سورية 	Positive	1
468	RT USERNAME: السيستاني الايراني  صاحب فتاوي اباحة احتلال العراق واصدر فتاوي بقتل اهل السنه في سوريا والعراق هو لايتكلم العربيه URL 	Negative	1
469	RT USERNAME: اللهم أبسط دفء رحمتك على أطفال سوريا \" 💔URL 	Positive	0.9178
470	(مصر سوريا السعودية الامارات فلسطين اليمن ليبيا ألأردن ) ال‘روبة جسد عليل ليس به الا غزة 	Negative	0.798
471	RT USERNAME: مانسينا #سوريا حنا انتناسى  ضاعت الثوره وضاع الشعب كله 	Negative	1
472	RT USERNAME: إن ما تفعله إيران الصفوية اليوم في سوريا لهو أشد فتكاً، وأمضى أثراً، وأقدم زمناً، وأدوم بقاء، وأخطر عاقبة مما تفعله يهود بإخوا… 	Negative	1
473	\"USERNAME: يقولون أن في البكاء راحه  لكن ماذا عن الذي فقد عيونه .. !  ي الله طآل ليل الظالمين #سوريا URL 	Negative	0.8964
474	. . . ☆★☆★☆★   سبحان الله وبحمدهـ  سبحان الله العظـيم  ☆★☆★☆★ .  . #سوريا #لبنان #الاردن #فلسطين #السودان #تونس #المغرب #الجزائر #ليبيا #مصر 	Positive	0.5953
475	RT USERNAME: الحمدلله الذي من علينا بنعمه الامنِ والامان اللهم صله لاهلنا في سوريا واليمن والعراق ومصر واخوه لنا في بورما واواسطِ افريقيا 	Positive	0.9039
476	RT USERNAME: أموي #سوريا •  أَمْسَيْنا وَأَمْسى الملكُ لله وَالحَمدُ لله ، لا إلهَ إلاّ اللّهُ وَحدَهُ لـْـْا شَريكَ لهُ، لهُ... URL 	Positive	0.7963
477	USERNAME USERNAME قضيته قضيتنا جميعا فهي دفاع عن عقيدة وعن اعراض وعن وطن ربي يطول بعمره  #جده #مكه #تبوك #الليبراليه #اليمن #سوريا #ksa #تف 	Positive	0.814
478	#السعودية #سوريا #كلمة_بخاطرك_ودك_تقولها  لو تبرع المستثمرين السوريين وأصحاب المحلات في الخليج للاجئي سوريا ، لأصبحوا أغنياء ! 	Negative	0.4159
479	RT USERNAME: #البلاء نصرخ لاننا ماتعودنا على البلاء فهل بلاؤك أيها المريض أشد أم بلاء إخوانك واخواتك في سوريا وفلسطين فقد ولد الفلسط… 	Negative	1
480	RT USERNAME: عاجل سوريا استشهاد قائد لواء رجال الشام جراء استهداف سيارته بعبوة ناسفة في قرية كفر بطيخ بريف سراقب #Syria 	Negative	1
481	RT USERNAME: أفراح سوريا بعيد الجلاء 1946 URL 	Positive	0.7669
482	#سورية   صواريخ غراد المرعبة تستهدف معاقل اوكار إرهابيي الأسد في البهلولية   URL 	Negative	1
483	USERNAME من يدعمه جمال معروف وصرح بـ لسانه بهذا ولم تستطع جبهتكم ان تنكر اقواله لن تستطيع اسقاط حاره بالعراق او سوريا 	Negative	0.5973
484	#الله_أكبر   ريف حماة الغربي  رااااائع #إستهداف حواجز تل عثمان بمدفع جهنم واصابات محققة  #سوريا  #syria   URL via USERNAME 	Negative	0.6991
485	أهلنا في الشام ..يحتاجون منّا ..دعوة صادقه في هذه اللحظات ..  اللهم فرج عن اخواننا في سوريا كربتهم يا حي ياقيوم.. #ساعة_أستجابة 	Positive	1
486	#سوريا #ريف_دمشق : دارت إشتباكات بين الثوار وقوات النظام المدعومة بعناصر حزب الله الإرهابي #حالش في محيط بلدة البلالية بالغوطة لشرقية 	Negative	0.8943
487	RT USERNAME: أموي #سوريا •  الشيخ صالح بن عواد المغامسي -   محبة الناس قد تكون محبة ينتابها الإشفاق، كمحبة الوالد لولده ومحبة... URL 	Neutral	0.5851
488	USERNAME  انتي لسا ما بتعرفي كيف بشار الاسد شو سوى باهل سوريا الله ينصرهم يارب 	Negative	0.6976
489	#عاجل  اشتباكات عنيفة الأن تدور بحلب على أشدها وأصوات انفجارات قوية تهز #حلب وهناك قتلى من النظام وانقطاع الكهرباء عن حلب .  #سوريا 	Negative	0.8972
490	RT USERNAME: مجموعة من أبطال الجيش الحر في غابات ريف اللاذقية سوريا URL”” 	Neutral	0.5141
491	RT USERNAME: يَدعون للأسلام ! وأهل الإسلام في #سوريا يُستباحون !  عن أيّ إسلام تتحدثونْ ! URL 	Negative	1
492	#إرهاب_الأسد #سوريا #Syria #AssadsWarCrimes #حلب  أربعة شهداء إثر سقوط برميل متفجر على حي بستان القصر، قبل صلاة... URL 	Negative	0.9073
493	RT USERNAME: أجمل وأروع كلمات استغاثة طفلة سورية .. قمة البراءة والجمال فى أجمل كلمات سوف تسمعها URL 	Negative	0.6994
494	RT USERNAME: اللهم اجعل هذا الصباح ، فرج لكل صابر وشفاء لكل مريض ، واستجابه لكل دعاء ونصرةً لشعب سوريا ، وهلاك بشار واتباعه فأنك على كل … 	Positive	0.8142
495	#سورية #حمص قصف عنيف على حي الوعر وقرية الفرحانية الشرقية بالريف الحمصي  #SRN 	Negative	1
496	RT USERNAME: الإخوه الأفاضل والمشايخ والدعاة نرجو دعم مشروع تشغيل المخابز في سوريا ولو ب رتويت  جمعية فهد الأحمد الإنسانيه URL 	Positive	0.803
497	RT USERNAME: أموي #سوريا •  قريـْـْبا: تقرير عن العميد عبد الغفار الديري   من إعداد نشطاء، ولجنة تقصي الحقائق 	Neutral	0.8147
498	البنات في الأسواق و المولات أنواع الزينه و المكياج و المعاكسات الصريحة اللي ما نقدر ننكرها يعني طول عمرنا نربي البنات على 1/2  #سوريا 	Negative	0.8191
499	RT USERNAME: \" آبي .. أَلَن ننتَظِر إخوتي !! أم سيلحقوا بنا بعد أن يرتاحوا  #الصوره_تتحدث #سوريا URL" 	Negative	0.8169
500	#سوريا  صبرا يا امي صبرا URL 	Positive	0.4351
501	RT USERNAME: #صورة لطفل سوري يرضع من كلبة ..!!  يموت بمعدل ٧ اشخاص يومياً بسبب الجوع  يارب ارحمهم والطف بهم ،، #سوريا URL 	Negative	1
502	RT USERNAME: #الشيخ_ماهر_المعيقلي دعاء مؤثر لأخوننا في #سوريا #بورما #ساعة_استجابة #المسجد_الحرام #مكة_المكرمة #مكة   URL 	Positive	0.6266
503	#حلب : مقتل العميد المجرم حسن عثمان رئيس قسم التحقيق في المخابرات الجوية وعدة عناصر آخرين باشتباكات اليوم .  الله اكبر  #سوريا 	Negative	0.6994
504	RT USERNAME: اللهم احفظ أهل سوريا وانصرهم وعافهم وأهلك عدوهم#سوريا_نحن_معكم #فريق_اﻷمل 	Positive	0.8657
505	RT USERNAME: #فيديو : اسقاط طائرة حربية #سورية بنيران تركية بمنطقة حدودية في اللاذقية   URL 	Negative	0.6972
506	USERNAME USERNAME USERNAME بالله عليكم لو انكم سرتم كما سار اخوتكم من المجاهدين لما تحررت سوريا الان ام انكم بتم تهاجمون المناطق الم 	Negative	0.6038
507	RT USERNAME: العم ابوعلي مجاهد سعودي يقاتل مع اسود الشام في سوريا عمره 85 سنة ... فليخرس الجبناء دعاة الذل والهزيمة #سوريا URL 	Negative	0.7226
